column,dtype,rows,input_bytes,compressed_bytes,ratio,compress_ms_min,compress_ms_median,compress_ms_mean,compress_gbps_median,decompress_ms_min,decompress_ms_median,decompress_ms_mean,decompress_gbps_median,verify_ok
ps_partkey,i32,99999744,399998976,3955085,101.135,1.56503,1.56759,1.56942,255.168,0.697315,0.708035,0.7068,564.942,1
ps_suppkey,i32,99999744,399998976,10719100,37.3165,4.86831,4.87573,4.87813,82.0387,0.934052,0.937733,0.938686,426.56,1
ps_availqty,i32,99999744,399998976,175878468,2.27429,0.483458,0.484866,0.487945,824.968,0.246241,0.248226,0.248193,1611.43,1
ps_supplycost,t26,99999744,799997952,315916158,2.53231,1.87639,1.8801,1.88081,425.507,1.35111,1.35233,1.35263,591.572,1
ps_comment,str,99999744,12750050147,12509408936,1.01924,9.82475,9.83771,12.2048,1296.04,17.5656,20.4799,20.7495,622.565,1
TOTAL,(all),99999744,14750045027,13015877747,1.13323,18.6179,18.646,21.0211,791.057,20.7943,23.7262,23.9958,621.678,1
