# benchmark mode=per-column warmup=2 iters=5
# column | dtype | rows | input_bytes | compressed_bytes | ratio | comp_ms(min/med/mean) | comp_GBps | decomp_ms(min/med/mean) | decomp_GBps | verify
c_custkey | i32 | 74999925 | 299999700 | 1548532 | 193.732x | 1.491/1.503/1.504 | 199.66 | 0.708/0.714/0.714 | 419.87 | ok
c_name | str | 74999925 | 1649998354 | 377237534 | 4.374x | 28.623/28.672/28.666 | 57.55 | 5.657/5.669/5.668 | 291.04 | ok
c_address | str | 74999925 | 2174940156 | 1512224436 | 1.438x | 7.881/7.889/7.899 | 275.70 | 3.910/3.913/3.917 | 555.80 | ok
c_nationkey | i32 | 74999925 | 299999700 | 47534155 | 6.311x | 0.371/0.377/0.377 | 796.17 | 0.171/0.172/0.172 | 1747.10 | ok
c_phone | str | 74999925 | 1424998579 | 615444627 | 2.315x | 3.607/3.612/3.611 | 394.55 | 2.376/2.377/2.378 | 599.39 | ok
c_acctbal | t26 | 74999925 | 599999400 | 303178492 | 1.979x | 1.612/1.615/1.618 | 371.48 | 1.054/1.054/1.055 | 569.21 | ok
c_mktsegment | str | 74999925 | 975002340 | 28784240 | 33.873x | 4.672/4.684/4.685 | 208.15 | 3.861/3.864/3.868 | 252.32 | ok
c_comment | str | 74999925 | 5737484452 | 2068055086 | 2.774x | 250.596/250.648/250.777 | 22.89 | 21.755/21.764/21.764 | 263.62 | ok
TOTAL | (all) | 74999925 | 13162422681 | 4954007102 | 2.657x | 298.853/298.999/299.137 | 44.02 | 39.494/39.528/39.536 | 332.99 | ok
