engine,query,iteration,runtime_s
sirius,q1,0,1.002781
sirius,q1,1,0.730634
sirius,q1,2,0.755294
sirius,q2,0,0.221918
sirius,q2,1,0.141790
sirius,q2,2,0.140684
sirius,q3,0,0.409247
sirius,q3,1,0.386199
sirius,q3,2,0.372930
sirius,q4,0,0.396774
sirius,q4,1,0.369692
sirius,q4,2,0.359565
sirius,q5,0,0.476604
sirius,q5,1,0.458256
sirius,q5,2,0.453634
sirius,q6,0,0.126769
sirius,q6,1,0.122994
sirius,q6,2,0.114290
sirius,q7,0,0.448420
sirius,q7,1,0.414554
sirius,q7,2,0.414764
sirius,q8,0,0.508032
sirius,q8,1,0.493446
sirius,q8,2,0.501082
sirius,q9,0,1.119883
sirius,q9,1,1.137465
sirius,q9,2,1.125787
sirius,q10,0,0.888897
sirius,q10,1,0.878220
sirius,q10,2,0.884559
sirius,q11,0,0.124823
sirius,q11,1,0.105573
sirius,q11,2,0.105038
sirius,q12,0,0.433044
sirius,q12,1,0.420992
sirius,q12,2,0.423961
sirius,q13,0,0.364873
sirius,q13,1,0.363213
sirius,q13,2,0.363465
sirius,q14,0,0.213372
sirius,q14,1,0.203240
sirius,q14,2,0.217720
sirius,q15,0,0.163999
sirius,q15,1,0.149045
sirius,q15,2,0.147172
sirius,q16,0,0.329276
sirius,q16,1,0.229227
sirius,q16,2,0.228575
sirius,q17,0,0.442033
sirius,q17,1,0.419585
sirius,q17,2,0.419236
sirius,q18,0,1.834754
sirius,q18,1,1.841569
sirius,q18,2,1.861996
sirius,q19,0,0.565028
sirius,q19,1,0.615606
sirius,q19,2,0.510651
sirius,q20,0,0.301449
sirius,q20,1,0.289684
sirius,q20,2,0.289594
sirius,q21,0,1.330141
sirius,q21,1,1.312830
sirius,q21,2,1.317404
sirius,q22,0,0.145675
sirius,q22,1,0.126535
sirius,q22,2,0.126511
