engine,query,iteration,runtime_s
sirius,q1,0,0.230361
sirius,q1,1,0.169032
sirius,q1,2,0.171241
sirius,q2,0,0.120025
sirius,q2,1,0.040365
sirius,q2,2,0.039344
sirius,q3,0,0.101981
sirius,q3,1,0.061893
sirius,q3,2,0.062178
sirius,q4,0,0.065909
sirius,q4,1,0.042064
sirius,q4,2,0.041409
sirius,q5,0,0.087415
sirius,q5,1,0.063977
sirius,q5,2,0.060042
sirius,q6,0,0.053534
sirius,q6,1,0.031805
sirius,q6,2,0.032177
sirius,q7,0,0.118665
sirius,q7,1,0.089336
sirius,q7,2,0.089922
sirius,q8,0,0.095780
sirius,q8,1,0.086442
sirius,q8,2,0.085585
sirius,q9,0,0.150162
sirius,q9,1,0.155270
sirius,q9,2,0.151503
sirius,q10,0,0.102815
sirius,q10,1,0.099007
sirius,q10,2,0.099214
sirius,q11,0,0.038969
sirius,q11,1,0.019670
sirius,q11,2,0.019038
sirius,q12,0,0.141718
sirius,q12,1,0.103815
sirius,q12,2,0.118442
sirius,q13,0,0.024211
sirius,q13,1,0.022384
sirius,q13,2,0.022590
sirius,q14,0,0.048107
sirius,q14,1,0.047754
sirius,q14,2,0.046086
sirius,q15,0,0.065436
sirius,q15,1,0.047544
sirius,q15,2,0.047068
sirius,q16,0,0.156973
sirius,q16,1,0.056052
sirius,q16,2,0.055635
sirius,q17,0,0.083955
sirius,q17,1,0.062101
sirius,q17,2,0.060061
sirius,q18,0,0.178889
sirius,q18,1,0.176797
sirius,q18,2,0.177169
sirius,q19,0,0.234772
sirius,q19,1,0.195588
sirius,q19,2,0.194742
sirius,q20,0,0.074224
sirius,q20,1,0.064884
sirius,q20,2,0.065511
sirius,q21,0,0.180607
sirius,q21,1,0.162923
sirius,q21,2,0.160530
sirius,q22,0,0.047888
sirius,q22,1,0.030483
sirius,q22,2,0.029889
