engine,query,iteration,runtime_s
sirius,q1,0,0.597882
sirius,q1,1,0.538327
sirius,q1,2,0.537710
sirius,q2,0,0.156885
sirius,q2,1,0.065347
sirius,q2,2,0.065123
sirius,q3,0,0.275897
sirius,q3,1,0.253626
sirius,q3,2,0.254215
sirius,q4,0,0.225710
sirius,q4,1,0.202166
sirius,q4,2,0.202311
sirius,q5,0,0.284036
sirius,q5,1,0.259511
sirius,q5,2,0.258962
sirius,q6,0,0.056483
sirius,q6,1,0.035061
sirius,q6,2,0.034724
sirius,q7,0,0.243412
sirius,q7,1,0.216954
sirius,q7,2,0.216531
sirius,q8,0,0.227141
sirius,q8,1,0.212693
sirius,q8,2,0.213705
sirius,q9,0,0.912581
sirius,q9,1,0.831782
sirius,q9,2,0.838604
sirius,q10,0,0.282155
sirius,q10,1,0.274089
sirius,q10,2,0.277204
sirius,q11,0,0.077149
sirius,q11,1,0.057020
sirius,q11,2,0.058589
sirius,q12,0,0.443888
sirius,q12,1,0.190774
sirius,q12,2,0.191058
sirius,q13,0,0.178029
sirius,q13,1,0.176963
sirius,q13,2,0.177004
sirius,q14,0,0.095715
sirius,q14,1,0.105331
sirius,q14,2,0.105656
sirius,q15,0,0.117283
sirius,q15,1,0.061406
sirius,q15,2,0.060900
sirius,q16,0,0.321627
sirius,q16,1,0.191385
sirius,q16,2,0.192631
sirius,q17,0,0.218663
sirius,q17,1,0.188326
sirius,q17,2,0.188475
sirius,q18,0,32.460023
sirius,q18,1,2.412619
sirius,q18,2,2.049528
sirius,q19,0,0.326101
sirius,q19,1,0.294012
sirius,q19,2,0.293006
sirius,q20,0,0.137285
sirius,q20,1,0.127616
sirius,q20,2,0.127730
sirius,q21,0,3.263738
sirius,q21,1,0.866489
sirius,q21,2,0.866846
sirius,q22,0,0.118111
sirius,q22,1,0.101497
sirius,q22,2,0.100700
