engine,query,iteration,runtime_s
sirius,q1,0,0.735295
sirius,q1,1,0.685348
sirius,q1,2,0.679399
sirius,q2,0,0.209065
sirius,q2,1,0.137688
sirius,q2,2,0.136144
sirius,q3,0,0.397091
sirius,q3,1,0.378422
sirius,q3,2,0.374461
sirius,q4,0,0.366560
sirius,q4,1,0.340684
sirius,q4,2,0.345131
sirius,q5,0,0.436881
sirius,q5,1,0.425441
sirius,q5,2,0.390455
sirius,q6,0,0.195056
sirius,q6,1,0.179328
sirius,q6,2,0.177989
sirius,q7,0,0.447144
sirius,q7,1,0.388696
sirius,q7,2,0.388435
sirius,q8,0,0.405318
sirius,q8,1,0.406204
sirius,q8,2,0.483244
sirius,q9,0,1.090447
sirius,q9,1,1.098863
sirius,q9,2,1.110034
sirius,q10,0,0.681821
sirius,q10,1,0.666162
sirius,q10,2,0.680952
sirius,q11,0,0.100552
sirius,q11,1,0.082829
sirius,q11,2,0.104497
sirius,q12,0,0.478964
sirius,q12,1,0.441504
sirius,q12,2,0.422437
sirius,q13,0,0.351638
sirius,q13,1,0.350603
sirius,q13,2,0.352288
sirius,q14,0,0.222627
sirius,q14,1,0.230717
sirius,q14,2,0.214477
sirius,q15,0,0.208413
sirius,q15,1,0.181114
sirius,q15,2,0.175649
sirius,q16,0,0.326518
sirius,q16,1,0.226561
sirius,q16,2,0.226242
sirius,q17,0,0.356654
sirius,q17,1,0.340352
sirius,q17,2,0.331189
sirius,q18,0,1.801270
sirius,q18,1,1.823937
sirius,q18,2,1.999065
sirius,q19,0,0.689547
sirius,q19,1,0.680815
sirius,q19,2,0.641415
sirius,q20,0,0.308659
sirius,q20,1,0.313329
sirius,q20,2,0.317904
sirius,q21,0,1.145886
sirius,q21,1,1.106880
sirius,q21,2,1.147849
sirius,q22,0,0.151700
sirius,q22,1,0.132843
sirius,q22,2,0.131611
