engine,query,iteration,runtime_s
sirius,q1,0,0.611167
sirius,q1,1,0.545028
sirius,q1,2,0.544360
sirius,q2,0,0.203806
sirius,q2,1,0.065758
sirius,q2,2,0.065490
sirius,q3,0,0.632589
sirius,q3,1,0.296249
sirius,q3,2,0.294696
sirius,q4,0,0.228910
sirius,q4,1,0.207425
sirius,q4,2,0.209107
sirius,q5,0,0.290327
sirius,q5,1,0.284006
sirius,q5,2,0.265602
sirius,q6,0,0.256073
sirius,q6,1,0.052447
sirius,q6,2,0.060451
sirius,q7,0,0.275699
sirius,q7,1,0.249542
sirius,q7,2,0.249153
sirius,q8,0,0.228969
sirius,q8,1,0.215785
sirius,q8,2,0.214797
sirius,q9,0,0.825754
sirius,q9,1,0.828221
sirius,q9,2,0.825968
sirius,q10,0,0.279905
sirius,q10,1,0.271687
sirius,q10,2,0.274225
sirius,q11,0,0.077105
sirius,q11,1,0.056754
sirius,q11,2,0.057122
sirius,q12,0,0.300038
sirius,q12,1,0.263763
sirius,q12,2,0.265010
sirius,q13,0,0.176666
sirius,q13,1,0.175632
sirius,q13,2,0.175214
sirius,q14,0,0.094276
sirius,q14,1,0.091643
sirius,q14,2,0.094320
sirius,q15,0,0.102595
sirius,q15,1,0.082528
sirius,q15,2,0.085665
sirius,q16,0,0.290771
sirius,q16,1,0.190604
sirius,q16,2,0.190223
sirius,q17,0,0.209521
sirius,q17,1,0.185184
sirius,q17,2,0.185269
sirius,q18,0,2.006035
sirius,q18,1,1.989512
sirius,q18,2,1.996652
sirius,q19,0,0.337681
sirius,q19,1,0.302456
sirius,q19,2,0.296285
sirius,q20,0,0.175381
sirius,q20,1,0.156853
sirius,q20,2,0.156880
sirius,q21,0,0.873983
sirius,q21,1,0.860847
sirius,q21,2,0.858879
sirius,q22,0,0.117243
sirius,q22,1,0.098996
sirius,q22,2,0.104463
