engine,query,iteration,runtime_s
sirius,q1,0,0.125927
sirius,q1,1,0.069383
sirius,q1,2,0.069630
sirius,q2,0,0.115118
sirius,q2,1,0.034197
sirius,q2,2,0.034016
sirius,q3,0,0.069679
sirius,q3,1,0.032595
sirius,q3,2,0.032718
sirius,q4,0,0.049625
sirius,q4,1,0.027183
sirius,q4,2,0.027189
sirius,q5,0,0.064583
sirius,q5,1,0.039568
sirius,q5,2,0.039129
sirius,q6,0,0.032280
sirius,q6,1,0.012417
sirius,q6,2,0.012406
sirius,q7,0,0.069398
sirius,q7,1,0.044078
sirius,q7,2,0.043786
sirius,q8,0,0.053012
sirius,q8,1,0.040814
sirius,q8,2,0.039815
sirius,q9,0,0.097586
sirius,q9,1,0.093787
sirius,q9,2,0.094077
sirius,q10,0,0.042315
sirius,q10,1,0.037693
sirius,q10,2,0.037670
sirius,q11,0,0.036650
sirius,q11,1,0.017737
sirius,q11,2,0.017289
sirius,q12,0,0.063393
sirius,q12,1,0.031983
sirius,q12,2,0.031565
sirius,q13,0,0.018690
sirius,q13,1,0.017484
sirius,q13,2,0.017141
sirius,q14,0,0.018659
sirius,q14,1,0.017166
sirius,q14,2,0.017429
sirius,q15,0,0.034826
sirius,q15,1,0.017333
sirius,q15,2,0.017332
sirius,q16,0,0.147066
sirius,q16,1,0.046685
sirius,q16,2,0.046760
sirius,q17,0,0.057137
sirius,q17,1,0.034735
sirius,q17,2,0.034452
sirius,q18,0,0.133060
sirius,q18,1,0.132943
sirius,q18,2,0.132518
sirius,q19,0,0.080050
sirius,q19,1,0.044497
sirius,q19,2,0.044223
sirius,q20,0,0.048408
sirius,q20,1,0.039355
sirius,q20,2,0.040085
sirius,q21,0,0.114663
sirius,q21,1,0.098206
sirius,q21,2,0.098329
sirius,q22,0,0.039383
sirius,q22,1,0.021919
sirius,q22,2,0.022093
