engine,query,iteration,runtime_s
sirius,q1,0,0.125900
sirius,q1,1,0.068012
sirius,q1,2,0.069127
sirius,q2,0,0.113454
sirius,q2,1,0.034948
sirius,q2,2,0.033990
sirius,q3,0,0.070415
sirius,q3,1,0.030413
sirius,q3,2,0.029846
sirius,q4,0,0.047625
sirius,q4,1,0.026476
sirius,q4,2,0.025859
sirius,q5,0,0.064586
sirius,q5,1,0.039511
sirius,q5,2,0.039035
sirius,q6,0,0.030931
sirius,q6,1,0.010648
sirius,q6,2,0.010645
sirius,q7,0,0.065508
sirius,q7,1,0.039975
sirius,q7,2,0.040395
sirius,q8,0,0.053386
sirius,q8,1,0.040808
sirius,q8,2,0.040242
sirius,q9,0,0.097285
sirius,q9,1,0.093420
sirius,q9,2,0.093562
sirius,q10,0,0.042418
sirius,q10,1,0.038001
sirius,q10,2,0.037799
sirius,q11,0,0.036802
sirius,q11,1,0.017774
sirius,q11,2,0.017489
sirius,q12,0,0.061864
sirius,q12,1,0.031077
sirius,q12,2,0.031442
sirius,q13,0,0.018481
sirius,q13,1,0.017380
sirius,q13,2,0.017497
sirius,q14,0,0.017976
sirius,q14,1,0.016865
sirius,q14,2,0.016781
sirius,q15,0,0.034542
sirius,q15,1,0.016902
sirius,q15,2,0.016837
sirius,q16,0,0.147178
sirius,q16,1,0.046459
sirius,q16,2,0.046640
sirius,q17,0,0.057359
sirius,q17,1,0.034987
sirius,q17,2,0.034783
sirius,q18,0,0.133489
sirius,q18,1,0.132929
sirius,q18,2,0.132923
sirius,q19,0,0.079799
sirius,q19,1,0.044646
sirius,q19,2,0.044082
sirius,q20,0,0.045371
sirius,q20,1,0.035944
sirius,q20,2,0.035968
sirius,q21,0,0.113959
sirius,q21,1,0.099052
sirius,q21,2,0.098476
sirius,q22,0,0.039065
sirius,q22,1,0.022123
sirius,q22,2,0.022276
