query,run,phase,status,ms,rows
q01,1,warm,pass,9172,4
q01,2,warm,pass,11468,4
q01,3,warm,pass,12182,4
q03,1,warm,pass,3422,10
q03,2,warm,pass,4580,10
q03,3,warm,pass,3702,10
q04,1,warm,pass,1612,5
q04,2,warm,pass,4155,5
q04,3,warm,pass,2791,5
q06,1,warm,pass,2971,1
q06,2,warm,pass,5217,1
q06,3,warm,pass,3202,1
q07,1,warm,pass,5678,4
q07,2,warm,pass,6378,4
q07,3,warm,pass,6118,4
q12,1,warm,pass,3282,2
q12,2,warm,pass,3070,2
q12,3,warm,pass,2900,2
q13,1,warm,pass,3219,40
q13,2,warm,pass,3178,40
q13,3,warm,pass,3041,40
q14,1,warm,pass,3316,1
q14,2,warm,pass,3371,1
q14,3,warm,pass,2803,1
q16,1,warm,pass,2394,27840
q16,2,warm,pass,2197,27840
q16,3,warm,pass,2152,27840
q19,1,warm,pass,4582,1
q19,2,warm,pass,5520,1
q19,3,warm,pass,3923,1
q20,1,warm,pass,6399,72343
q20,2,warm,pass,4463,72343
q20,3,warm,pass,3079,72343
q22,1,warm,pass,751,7
q22,2,warm,pass,2398,7
q22,3,warm,pass,2154,7
q02,0,cold,refused,300215,0
q17,1,warm,pass,8372,1
q17,2,warm,pass,8556,1
q17,3,warm,pass,6445,1
q11,0,cold,wedge,4132,0
