engine,query,iteration,runtime_s
sirius,q1,0,0.206821
sirius,q1,1,0.147891
sirius,q1,2,0.149619
sirius,q2,0,0.125615
sirius,q2,1,0.039206
sirius,q2,2,0.038690
sirius,q3,0,0.090076
sirius,q3,1,0.050323
sirius,q3,2,0.050272
sirius,q4,0,0.065013
sirius,q4,1,0.040115
sirius,q4,2,0.039477
sirius,q5,0,0.085279
sirius,q5,1,0.056972
sirius,q5,2,0.057960
sirius,q6,0,0.037428
sirius,q6,1,0.016384
sirius,q6,2,0.016362
sirius,q7,0,0.086904
sirius,q7,1,0.060725
sirius,q7,2,0.061254
sirius,q8,0,0.097058
sirius,q8,1,0.081161
sirius,q8,2,0.085061
sirius,q9,0,0.152601
sirius,q9,1,0.139070
sirius,q9,2,0.152524
sirius,q10,0,0.101913
sirius,q10,1,0.094755
sirius,q10,2,0.096053
sirius,q11,0,0.038872
sirius,q11,1,0.019533
sirius,q11,2,0.018954
sirius,q12,0,0.076023
sirius,q12,1,0.046522
sirius,q12,2,0.046346
sirius,q13,0,0.023424
sirius,q13,1,0.021851
sirius,q13,2,0.022538
sirius,q14,0,0.020263
sirius,q14,1,0.019316
sirius,q14,2,0.019029
sirius,q15,0,0.037073
sirius,q15,1,0.019336
sirius,q15,2,0.019294
sirius,q16,0,0.156232
sirius,q16,1,0.056167
sirius,q16,2,0.055490
sirius,q17,0,0.084130
sirius,q17,1,0.062801
sirius,q17,2,0.060468
sirius,q18,0,0.174881
sirius,q18,1,0.176249
sirius,q18,2,0.175776
sirius,q19,0,0.254813
sirius,q19,1,0.220873
sirius,q19,2,0.204691
sirius,q20,0,0.053615
sirius,q20,1,0.043254
sirius,q20,2,0.043082
sirius,q21,0,0.179839
sirius,q21,1,0.161062
sirius,q21,2,0.163147
sirius,q22,0,0.047422
sirius,q22,1,0.030216
sirius,q22,2,0.029585
