engine,query,iteration,runtime_s
sirius,q1,0,0.833980
sirius,q1,1,0.090933
sirius,q1,2,0.092241
sirius,q2,0,0.112835
sirius,q2,1,0.034012
sirius,q2,2,0.033400
sirius,q3,0,0.065520
sirius,q3,1,0.032167
sirius,q3,2,0.032106
sirius,q4,0,0.048165
sirius,q4,1,0.026450
sirius,q4,2,0.026050
sirius,q5,0,0.064841
sirius,q5,1,0.038912
sirius,q5,2,0.038701
sirius,q6,0,0.032433
sirius,q6,1,0.012615
sirius,q6,2,0.012433
sirius,q7,0,0.069278
sirius,q7,1,0.043595
sirius,q7,2,0.044198
sirius,q8,0,0.051329
sirius,q8,1,0.039429
sirius,q8,2,0.038649
sirius,q9,0,0.097206
sirius,q9,1,0.091629
sirius,q9,2,0.094639
sirius,q10,0,0.039295
sirius,q10,1,0.034995
sirius,q10,2,0.035227
sirius,q11,0,0.036272
sirius,q11,1,0.017956
sirius,q11,2,0.017340
sirius,q12,0,0.062350
sirius,q12,1,0.027022
sirius,q12,2,0.026372
sirius,q13,0,0.018495
sirius,q13,1,0.017581
sirius,q13,2,0.017050
sirius,q14,0,0.018730
sirius,q14,1,0.017615
sirius,q14,2,0.017567
sirius,q15,0,0.035120
sirius,q15,1,0.018265
sirius,q15,2,0.017756
sirius,q16,0,0.148308
sirius,q16,1,0.047051
sirius,q16,2,0.046460
sirius,q17,0,0.056148
sirius,q17,1,0.033836
sirius,q17,2,0.034142
sirius,q18,0,0.134419
sirius,q18,1,0.133930
sirius,q18,2,0.133573
sirius,q19,0,0.073979
sirius,q19,1,0.038153
sirius,q19,2,0.038235
sirius,q20,0,0.046953
sirius,q20,1,0.040136
sirius,q20,2,0.039369
sirius,q21,0,0.114215
sirius,q21,1,0.098348
sirius,q21,2,0.098932
sirius,q22,0,0.039402
sirius,q22,1,0.022447
sirius,q22,2,0.022168
