index,label,traced_ms,sim_ms,err_pct,tasks,binding,forced_admissions,dep_cycle_breaks
0,E4-45_tpch_q1_iter1_iter1,9324.932,9315.572,-0.1,1132,executor_threads,0,0
1,E4-45_tpch_q1_iter2_iter1,9454.329,9445.569,-0.09,1132,executor_threads,0,0
2,E4-45_tpch_q1_iter3_iter1,9878.175,9870.518,-0.08,1132,executor_threads,0,0
3,E4-45_tpch_q1_iter4_iter1,9670.032,9662.271,-0.08,1132,executor_threads,0,0
4,E4-45_tpch_q9_iter1_iter1,13346.025,13357.852,0.09,1666,executor_threads,0,0
5,E4-45_tpch_q9_iter2_iter1,14017.243,14002.504,-0.11,1666,executor_threads,0,0
6,E4-45_tpch_q9_iter3_iter1,13867.966,13871.62,0.03,1651,executor_threads,0,0
7,E4-45_tpch_q9_iter4_iter1,13899.118,13886.861,-0.09,1639,executor_threads,0,0
8,E4-45_tpch_q13_iter1_iter1,6529.137,6523.272,-0.09,532,executor_threads,0,0
9,E4-45_tpch_q13_iter2_iter1,6509.304,6513.765,0.07,532,executor_threads,0,0
10,E4-45_tpch_q13_iter3_iter1,6626.721,6624.931,-0.03,532,executor_threads,0,0
11,E4-45_tpch_q13_iter4_iter1,6508.952,6501.148,-0.12,532,executor_threads,0,0
12,E4-45_tpch_q19_iter1_iter1,10266.569,10266.282,-0.0,1316,executor_threads,0,0
13,E4-45_tpch_q19_iter2_iter1,9969.843,9969.571,-0.0,1316,executor_threads,0,0
14,E4-45_tpch_q19_iter3_iter1,10037.126,10036.54,-0.01,1316,executor_threads,0,0
15,E4-45_tpch_q19_iter4_iter1,10037.812,10037.454,-0.0,1316,executor_threads,0,0
16,E4-45_tpch_q21_iter1_iter1,19137.152,19140.564,0.02,2345,executor_threads,0,0
17,E4-45_tpch_q21_iter2_iter1,19035.151,19033.414,-0.01,2330,executor_threads,0,0
18,E4-45_tpch_q21_iter3_iter1,19210.883,19207.307,-0.02,2300,executor_threads,0,0
19,E4-45_tpch_q21_iter4_iter1,19253.724,19247.178,-0.03,2348,executor_threads,0,0
