row,query,knobs,median_sim_wall_ms,median_sim_baseline_ms,binding,forced_admissions,n,pct_span_matched
SW-IO025,1,io_bandwidth=0.25,469.7,469.2,executor_threads,0,2,100.0
SW-IO025,2,io_bandwidth=0.25,64.0,51.2,dependencies,0,2,100.0
SW-IO025,3,io_bandwidth=0.25,254.0,206.6,executor_threads,0,2,100.0
SW-IO025,4,io_bandwidth=0.25,168.4,168.3,executor_threads,0,2,100.0
SW-IO025,5,io_bandwidth=0.25,227.8,227.5,executor_threads,0,2,100.0
SW-IO025,6,io_bandwidth=0.25,51.5,49.4,executor_threads,0,2,100.0
SW-IO025,7,io_bandwidth=0.25,251.6,227.0,executor_threads,0,2,100.0
SW-IO025,8,io_bandwidth=0.25,182.5,182.0,executor_threads,0,2,100.0
SW-IO025,9,io_bandwidth=0.25,854.8,841.5,executor_threads,0,2,100.0
SW-IO025,10,io_bandwidth=0.25,265.8,233.7,executor_threads,0,2,100.0
SW-IO025,11,io_bandwidth=0.25,221.3,196.1,dependencies,0,2,100.0
SW-IO025,12,io_bandwidth=0.25,166.1,166.0,executor_threads,0,2,100.0
SW-IO025,13,io_bandwidth=0.25,1620.2,766.2,executor_threads,0,2,100.0
SW-IO025,14,io_bandwidth=0.25,79.5,75.9,executor_threads,0,2,100.0
SW-IO025,15,io_bandwidth=0.25,72.9,72.5,executor_threads,0,2,100.0
SW-IO025,16,io_bandwidth=0.25,364.0,275.9,dependencies,0,2,100.0
SW-IO025,17,io_bandwidth=0.25,212.7,155.8,executor_threads,0,2,100.0
SW-IO025,18,io_bandwidth=0.25,854.9,854.8,executor_threads,0,2,100.0
SW-IO025,19,io_bandwidth=0.25,221.4,184.6,executor_threads,0,2,100.0
SW-IO025,20,io_bandwidth=0.25,221.5,131.7,executor_threads,0,2,100.0
SW-IO025,21,io_bandwidth=0.25,619.4,618.8,executor_threads,0,2,100.0
SW-IO025,22,io_bandwidth=0.25,138.9,107.1,dependencies,0,2,100.0
