row,query,knobs,median_sim_wall_ms,median_sim_baseline_ms,binding,forced_admissions,n,pct_span_matched
E1-50Pf,1,gpu_compute=0.50,9018.9,7842.7,executor_threads,0,3,100.0
E1-50Pf,9,gpu_compute=0.50,13317.4,12494.7,executor_threads,0,3,100.0
E1-50Pf,13,gpu_compute=0.50,6382.6,5452.1,executor_threads,0,3,100.0
E1-50Pf,19,gpu_compute=0.50,9014.0,8440.9,executor_threads,0,3,100.0
E1-50Pf,21,gpu_compute=0.50,18756.9,17447.0,executor_threads,0,3,99.8
