row,query,knobs,median_sim_wall_ms,median_sim_baseline_ms,binding,forced_admissions,n,pct_span_matched
SW-MB050,1,gpu_mem_bandwidth=0.5,656.4,469.2,executor_threads,0,2,100.0
SW-MB050,2,gpu_mem_bandwidth=0.5,65.6,51.2,gpu_device,0,2,100.0
SW-MB050,3,gpu_mem_bandwidth=0.5,386.1,206.6,gpu_device,0,2,100.0
SW-MB050,4,gpu_mem_bandwidth=0.5,335.0,168.3,gpu_device,0,2,100.0
SW-MB050,5,gpu_mem_bandwidth=0.5,448.6,227.5,gpu_device,0,2,100.0
SW-MB050,6,gpu_mem_bandwidth=0.5,97.4,49.4,gpu_device,0,2,100.0
SW-MB050,7,gpu_mem_bandwidth=0.5,412.4,227.0,gpu_device,0,2,100.0
SW-MB050,8,gpu_mem_bandwidth=0.5,373.2,182.0,gpu_device,0,2,100.0
SW-MB050,9,gpu_mem_bandwidth=0.5,1702.4,841.5,gpu_device,0,2,100.0
SW-MB050,10,gpu_mem_bandwidth=0.5,439.0,233.7,gpu_device,0,2,100.0
SW-MB050,11,gpu_mem_bandwidth=0.5,416.7,196.1,gpu_device,0,2,100.0
SW-MB050,12,gpu_mem_bandwidth=0.5,332.9,166.0,gpu_device,0,2,100.0
SW-MB050,13,gpu_mem_bandwidth=0.5,1545.0,766.2,gpu_device,0,2,100.0
SW-MB050,14,gpu_mem_bandwidth=0.5,149.7,75.9,gpu_device,0,2,100.0
SW-MB050,15,gpu_mem_bandwidth=0.5,153.6,72.5,gpu_device,0,2,100.0
SW-MB050,16,gpu_mem_bandwidth=0.5,509.0,275.9,gpu_device,0,2,100.0
SW-MB050,17,gpu_mem_bandwidth=0.5,371.2,155.8,gpu_device,0,2,100.0
SW-MB050,18,gpu_mem_bandwidth=0.5,1685.3,854.8,gpu_device,0,2,100.0
SW-MB050,19,gpu_mem_bandwidth=0.5,337.0,184.6,executor_threads,0,2,100.0
SW-MB050,20,gpu_mem_bandwidth=0.5,244.3,131.7,executor_threads|gpu_device,0,2,100.0
SW-MB050,21,gpu_mem_bandwidth=0.5,1151.2,618.8,gpu_device,0,2,100.0
SW-MB050,22,gpu_mem_bandwidth=0.5,182.4,107.1,gpu_device,0,2,100.0
