row,query,knobs,median_sim_wall_ms,median_sim_baseline_ms,binding,forced_admissions,n,pct_span_matched
SW-GC125,1,gpu_compute=1.25,436.9,469.2,executor_threads,0,2,100.0
SW-GC125,2,gpu_compute=1.25,50.3,51.2,dependencies,0,2,100.0
SW-GC125,3,gpu_compute=1.25,201.3,206.6,executor_threads,0,2,100.0
SW-GC125,4,gpu_compute=1.25,165.9,168.3,executor_threads,0,2,100.0
SW-GC125,5,gpu_compute=1.25,225.1,227.5,executor_threads,0,2,100.0
SW-GC125,6,gpu_compute=1.25,49.3,49.4,executor_threads,0,2,100.0
SW-GC125,7,gpu_compute=1.25,222.1,227.0,executor_threads,0,2,100.0
SW-GC125,8,gpu_compute=1.25,183.4,182.0,executor_threads,0,2,100.0
SW-GC125,9,gpu_compute=1.25,882.7,841.5,gpu_device,0,2,100.0
SW-GC125,10,gpu_compute=1.25,222.3,233.7,executor_threads,0,2,100.0
SW-GC125,11,gpu_compute=1.25,213.2,196.1,gpu_device,0,2,100.0
SW-GC125,12,gpu_compute=1.25,162.7,166.0,executor_threads,0,2,100.0
SW-GC125,13,gpu_compute=1.25,675.0,766.2,executor_threads,0,2,100.0
SW-GC125,14,gpu_compute=1.25,67.1,75.9,executor_threads,0,2,100.0
SW-GC125,15,gpu_compute=1.25,69.6,72.5,executor_threads,0,2,100.0
SW-GC125,16,gpu_compute=1.25,236.9,275.9,dependencies,0,2,100.0
SW-GC125,17,gpu_compute=1.25,154.2,155.8,executor_threads,0,2,100.0
SW-GC125,18,gpu_compute=1.25,853.1,854.8,executor_threads,0,2,100.0
SW-GC125,19,gpu_compute=1.25,181.8,184.6,executor_threads,0,2,100.0
SW-GC125,20,gpu_compute=1.25,131.6,131.7,executor_threads,0,2,100.0
SW-GC125,21,gpu_compute=1.25,608.8,618.8,executor_threads,0,2,100.0
SW-GC125,22,gpu_compute=1.25,94.5,107.1,dependencies,0,2,100.0
