row,query,knobs,median_sim_wall_ms,median_sim_baseline_ms,binding,forced_admissions,n,pct_span_matched
SW-CC200,1,c2c_bandwidth=2.0,469.2,469.2,executor_threads,0,2,100.0
SW-CC200,2,c2c_bandwidth=2.0,51.2,51.2,dependencies,0,2,100.0
SW-CC200,3,c2c_bandwidth=2.0,206.6,206.6,executor_threads,0,2,100.0
SW-CC200,4,c2c_bandwidth=2.0,168.3,168.3,executor_threads,0,2,100.0
SW-CC200,5,c2c_bandwidth=2.0,227.5,227.5,executor_threads,0,2,100.0
SW-CC200,6,c2c_bandwidth=2.0,49.4,49.4,executor_threads,0,2,100.0
SW-CC200,7,c2c_bandwidth=2.0,227.0,227.0,executor_threads,0,2,100.0
SW-CC200,8,c2c_bandwidth=2.0,182.0,182.0,executor_threads,0,2,100.0
SW-CC200,9,c2c_bandwidth=2.0,841.5,841.5,executor_threads,0,2,100.0
SW-CC200,10,c2c_bandwidth=2.0,233.7,233.7,executor_threads,0,2,100.0
SW-CC200,11,c2c_bandwidth=2.0,196.1,196.1,dependencies,0,2,100.0
SW-CC200,12,c2c_bandwidth=2.0,166.0,166.0,executor_threads,0,2,100.0
SW-CC200,13,c2c_bandwidth=2.0,766.2,766.2,executor_threads,0,2,100.0
SW-CC200,14,c2c_bandwidth=2.0,75.9,75.9,executor_threads,0,2,100.0
SW-CC200,15,c2c_bandwidth=2.0,72.5,72.5,executor_threads,0,2,100.0
SW-CC200,16,c2c_bandwidth=2.0,275.9,275.9,dependencies,0,2,100.0
SW-CC200,17,c2c_bandwidth=2.0,155.8,155.8,executor_threads,0,2,100.0
SW-CC200,18,c2c_bandwidth=2.0,854.8,854.8,executor_threads,0,2,100.0
SW-CC200,19,c2c_bandwidth=2.0,184.6,184.6,executor_threads,0,2,100.0
SW-CC200,20,c2c_bandwidth=2.0,131.7,131.7,executor_threads,0,2,100.0
SW-CC200,21,c2c_bandwidth=2.0,618.8,618.8,executor_threads,0,2,100.0
SW-CC200,22,c2c_bandwidth=2.0,107.1,107.1,dependencies,0,2,100.0
