row,query,knobs,median_sim_wall_ms,median_sim_baseline_ms,binding,forced_admissions,n,pct_span_matched
L75P,9,gpu_compute=0.7492,917.8,854.3,executor_threads,0,2,100.0
L75P,10,gpu_compute=0.7492,252.6,233.8,executor_threads,0,2,100.0
L75P,12,gpu_compute=0.7492,170.1,164.9,executor_threads,0,2,100.0
L75P,19,gpu_compute=0.7492,193.6,183.9,executor_threads,0,2,100.0
L75P,21,gpu_compute=0.7492,648.5,617.7,executor_threads,0,2,100.0
